CMDLINE C:\Users\91833\AppData\Local\Programs\Python\Python310\python.exe .\hamiltonian_phase2.py
MEM 1.679688 1691667089.8647
MEM 10.867188 1691667089.9747
MEM 19.539062 1691667090.0854
MEM 25.218750 1691667090.1949
MEM 29.378906 1691667090.3054
MEM 31.207031 1691667090.4162
MEM 34.945312 1691667090.5256
MEM 36.339844 1691667090.6389
MEM 41.050781 1691667090.7492
MEM 52.480469 1691667090.8596
MEM 70.492188 1691667090.9717
MEM 81.207031 1691667091.0821
MEM 92.433594 1691667091.1931
MEM 109.351562 1691667091.3044
MEM 121.285156 1691667091.4117
MEM 127.050781 1691667091.5219
MEM 130.261719 1691667091.6313
MEM 132.273438 1691667091.7407
MEM 137.121094 1691667091.8504
MEM 139.433594 1691667091.9601
MEM 141.875000 1691667092.0695
MEM 146.589844 1691667092.1789
MEM 151.480469 1691667092.2892
MEM 158.308594 1691667092.3986
MEM 163.632812 1691667092.5099
MEM 166.925781 1691667092.6199
MEM 171.804688 1691667092.7297
MEM 178.023438 1691667092.8407
MEM 183.164062 1691667092.9486
MEM 189.093750 1691667093.0513
MEM 190.683594 1691667093.1566
MEM 191.414062 1691667093.2625
MEM 191.644531 1691667093.3756
MEM 192.007812 1691667093.4850
MEM 192.406250 1691667093.5918
MEM 192.593750 1691667093.6991
MEM 210.769531 1691667093.8034
MEM 227.281250 1691667093.9155
MEM 242.703125 1691667094.0176
MEM 258.906250 1691667094.1190
MEM 259.019531 1691667094.2214
MEM 259.023438 1691667094.3342
MEM 259.023438 1691667094.4396
MEM 259.023438 1691667094.5537
MEM 259.023438 1691667094.6609
MEM 259.023438 1691667094.7723
MEM 259.023438 1691667094.8816
MEM 259.023438 1691667094.9864
MEM 259.023438 1691667095.0937
MEM 259.023438 1691667095.2014
MEM 259.023438 1691667095.3143
MEM 259.023438 1691667095.4190
MEM 259.023438 1691667095.5199
MEM 259.023438 1691667095.6294
MEM 259.023438 1691667095.7352
MEM 259.023438 1691667095.8420
MEM 259.023438 1691667095.9523
MEM 259.023438 1691667096.0642
MEM 259.023438 1691667096.1701
MEM 259.023438 1691667096.2753
MEM 259.023438 1691667096.3837
MEM 259.023438 1691667096.4929
MEM 259.023438 1691667096.5962
MEM 259.023438 1691667096.7030
MEM 259.023438 1691667096.8156
MEM 259.023438 1691667096.9298
MEM 259.023438 1691667097.0398
MEM 259.023438 1691667097.1515
MEM 259.023438 1691667097.2561
MEM 259.023438 1691667097.3689
