CMDLINE C:\Users\91833\AppData\Local\Programs\Python\Python310\python.exe .\hamiltonian_phase2.py
MEM 1.667969 1691407865.8075
MEM 8.847656 1691407865.9126
MEM 11.671875 1691407866.0252
MEM 16.031250 1691407866.1394
MEM 19.390625 1691407866.2457
MEM 21.535156 1691407866.3513
MEM 22.949219 1691407866.4658
MEM 25.046875 1691407866.5723
MEM 27.464844 1691407866.6863
MEM 29.085938 1691407866.7918
MEM 30.187500 1691407866.8993
MEM 32.390625 1691407867.0058
MEM 33.878906 1691407867.1087
MEM 35.171875 1691407867.2102
MEM 35.207031 1691407867.3107
MEM 37.527344 1691407867.4262
MEM 40.601562 1691407867.5301
MEM 42.675781 1691407867.6388
MEM 59.027344 1691407867.7413
MEM 74.574219 1691407867.8442
MEM 80.195312 1691407867.9512
MEM 84.562500 1691407868.0618
MEM 93.777344 1691407868.1760
MEM 107.410156 1691407868.2841
MEM 110.187500 1691407868.3982
MEM 116.007812 1691407868.5027
MEM 121.785156 1691407868.6174
MEM 126.628906 1691407868.7328
MEM 128.839844 1691407868.8396
MEM 130.519531 1691407868.9443
MEM 132.308594 1691407869.0590
MEM 133.070312 1691407869.1638
MEM 136.449219 1691407869.2714
MEM 137.746094 1691407869.3778
MEM 139.363281 1691407869.4903
MEM 141.156250 1691407869.5924
MEM 142.015625 1691407869.7016
MEM 144.550781 1691407869.8064
MEM 146.765625 1691407869.9122
MEM 150.625000 1691407870.0227
MEM 153.035156 1691407870.1278
MEM 155.160156 1691407870.2303
MEM 156.621094 1691407870.3354
MEM 159.828125 1691407870.4445
MEM 162.589844 1691407870.5485
MEM 164.347656 1691407870.6523
MEM 166.398438 1691407870.7593
MEM 167.300781 1691407870.8654
MEM 169.867188 1691407870.9725
MEM 171.707031 1691407871.0727
MEM 173.480469 1691407871.1805
MEM 178.339844 1691407871.2895
MEM 182.492188 1691407871.4034
MEM 184.910156 1691407871.5055
MEM 189.242188 1691407871.6055
MEM 190.648438 1691407871.7161
MEM 191.179688 1691407871.8247
MEM 191.390625 1691407871.9423
MEM 191.679688 1691407872.0576
MEM 192.113281 1691407872.1702
MEM 192.933594 1691407872.2741
MEM 210.457031 1691407872.3745
MEM 226.972656 1691407872.4764
MEM 235.625000 1691407872.5776
MEM 249.242188 1691407872.6791
MEM 270.074219 1691407872.7852
MEM 290.859375 1691407872.8989
MEM 306.867188 1691407873.0140
MEM 323.527344 1691407873.1220
MEM 323.527344 1691407873.2339
MEM 323.531250 1691407873.3394
MEM 323.531250 1691407873.4437
MEM 323.531250 1691407873.5552
MEM 323.531250 1691407873.6745
MEM 323.531250 1691407873.7789
MEM 323.531250 1691407873.8896
MEM 323.531250 1691407873.9939
MEM 323.531250 1691407874.1058
MEM 323.531250 1691407874.2103
MEM 323.531250 1691407874.3227
MEM 323.531250 1691407874.4276
MEM 323.531250 1691407874.5387
MEM 323.531250 1691407874.6423
MEM 323.531250 1691407874.7545
MEM 323.531250 1691407874.8584
MEM 323.531250 1691407874.9669
MEM 323.531250 1691407875.0690
MEM 323.531250 1691407875.1727
MEM 323.531250 1691407875.2840
MEM 323.531250 1691407875.3893
MEM 323.531250 1691407875.4952
MEM 323.531250 1691407875.6262
MEM 323.531250 1691407875.7339
MEM 323.531250 1691407875.8415
MEM 323.531250 1691407875.9540
MEM 323.531250 1691407876.0578
MEM 323.531250 1691407876.1622
MEM 323.531250 1691407876.2738
MEM 323.531250 1691407876.3753
MEM 323.531250 1691407876.4876
