CMDLINE C:\Users\91833\AppData\Local\Programs\Python\Python310\python.exe .\hamiltonian_phase2.py
MEM 1.574219 1691406086.9380
MEM 9.203125 1691406087.0488
MEM 13.765625 1691406087.1530
MEM 17.175781 1691406087.2642
MEM 21.160156 1691406087.3672
MEM 23.492188 1691406087.4692
MEM 26.800781 1691406087.5798
MEM 29.250000 1691406087.6843
MEM 30.695312 1691406087.7963
MEM 33.218750 1691406087.9086
MEM 35.128906 1691406088.0131
MEM 35.394531 1691406088.1158
MEM 37.117188 1691406088.2242
MEM 39.457031 1691406088.3325
MEM 41.324219 1691406088.4402
MEM 42.765625 1691406088.5412
MEM 52.117188 1691406088.6416
MEM 60.535156 1691406088.7459
MEM 71.101562 1691406088.8482
MEM 78.609375 1691406088.9614
MEM 81.011719 1691406089.1032
MEM 85.277344 1691406089.2083
MEM 92.378906 1691406089.3160
MEM 98.835938 1691406089.4215
MEM 109.132812 1691406089.5317
MEM 114.218750 1691406089.6321
MEM 119.441406 1691406089.7417
MEM 125.667969 1691406089.8480
MEM 128.566406 1691406089.9595
MEM 131.105469 1691406090.0700
MEM 132.433594 1691406090.1821
MEM 133.195312 1691406090.2888
MEM 137.625000 1691406090.3939
MEM 138.761719 1691406090.4988
MEM 140.687500 1691406090.6014
MEM 142.031250 1691406090.7129
MEM 144.906250 1691406090.8162
MEM 146.968750 1691406090.9293
MEM 150.847656 1691406091.0330
MEM 154.289062 1691406091.1382
MEM 157.562500 1691406091.2489
MEM 161.476562 1691406091.3503
MEM 164.492188 1691406091.4535
MEM 166.859375 1691406091.5633
MEM 168.445312 1691406091.6660
MEM 171.992188 1691406091.7673
MEM 176.625000 1691406091.8711
MEM 183.445312 1691406091.9842
MEM 188.925781 1691406092.0956
MEM 190.476562 1691406092.2018
MEM 190.980469 1691406092.3362
MEM 191.171875 1691406092.4469
MEM 191.398438 1691406092.5501
MEM 191.625000 1691406092.6540
MEM 191.843750 1691406092.7659
MEM 235.753906 1691406092.8695
