CMDLINE C:\Users\91833\AppData\Local\Programs\Python\Python310\python.exe .\hamiltonian_phase2.py
MEM 1.578125 1691406054.5950
MEM 8.855469 1691406054.7000
MEM 14.933594 1691406054.8051
MEM 19.589844 1691406054.9069
MEM 23.324219 1691406055.0253
MEM 26.203125 1691406055.1403
MEM 29.136719 1691406055.2480
MEM 30.902344 1691406055.3584
MEM 34.558594 1691406055.4706
MEM 35.214844 1691406055.5743
MEM 36.394531 1691406055.6758
MEM 39.359375 1691406055.7790
MEM 41.371094 1691406055.8868
MEM 49.695312 1691406055.9868
MEM 61.562500 1691406056.0894
MEM 69.796875 1691406056.2003
MEM 77.441406 1691406056.3099
MEM 80.039062 1691406056.4210
MEM 83.031250 1691406056.5293
MEM 88.437500 1691406056.6372
MEM 96.917969 1691406056.7425
MEM 108.203125 1691406056.8503
MEM 110.000000 1691406056.9645
MEM 112.917969 1691406057.0728
MEM 119.679688 1691406057.1838
MEM 124.019531 1691406057.2997
MEM 127.414062 1691406057.4003
MEM 130.417969 1691406057.5086
MEM 132.304688 1691406057.6108
MEM 132.941406 1691406057.7130
MEM 136.867188 1691406057.8194
MEM 138.558594 1691406057.9327
MEM 140.039062 1691406058.0395
MEM 141.113281 1691406058.1465
MEM 141.859375 1691406058.2488
MEM 144.734375 1691406058.3521
MEM 146.792969 1691406058.4579
MEM 150.781250 1691406058.5728
MEM 153.636719 1691406058.6761
MEM 156.750000 1691406058.7856
MEM 160.851562 1691406058.8880
MEM 162.617188 1691406058.9942
MEM 165.070312 1691406059.1037
MEM 166.738281 1691406059.2052
MEM 168.238281 1691406059.3081
MEM 171.371094 1691406059.4160
MEM 173.578125 1691406059.5233
MEM 180.914062 1691406059.6347
MEM 185.570312 1691406059.7384
MEM 189.648438 1691406059.8587
MEM 191.355469 1691406059.9721
MEM 191.828125 1691406060.0853
MEM 192.000000 1691406060.1881
MEM 192.273438 1691406060.2926
MEM 192.546875 1691406060.4032
MEM 226.234375 1691406060.5074
MEM 283.863281 1691406060.6207
MEM 326.574219 1691406060.7229
MEM 377.175781 1691406060.8339
MEM 431.394531 1691406060.9378
MEM 472.734375 1691406061.0420
MEM 525.820312 1691406061.1531
MEM 574.214844 1691406061.2559
MEM 618.917969 1691406061.3599
MEM 671.125000 1691406061.4698
MEM 706.796875 1691406061.5748
MEM 728.792969 1691406061.6871
MEM 769.382812 1691406061.7902
MEM 818.421875 1691406061.9016
MEM 863.308594 1691406062.0046
MEM 910.707031 1691406062.1094
MEM 963.371094 1691406062.2198
MEM 1005.707031 1691406062.3229
MEM 1055.296875 1691406062.4342
MEM 1098.066406 1691406062.5371
MEM 1141.375000 1691406062.6407
MEM 1182.335938 1691406062.7517
MEM 1217.808594 1691406062.8551
MEM 1254.957031 1691406062.9592
MEM 1305.015625 1691406063.0700
MEM 1179.957031 1691406063.1735
MEM 1204.894531 1691406063.2782
MEM 1204.910156 1691406063.3908
MEM 1091.445312 1691406063.5014
MEM 1049.269531 1691406063.6051
MEM 1009.953125 1691406063.7179
MEM 985.289062 1691406063.8206
MEM 948.835938 1691406063.9245
MEM 909.339844 1691406064.0357
MEM 883.859375 1691406064.1402
MEM 861.121094 1691406064.2459
MEM 839.675781 1691406064.3510
MEM 811.824219 1691406064.4626
MEM 772.863281 1691406064.5640
MEM 729.582031 1691406064.6701
MEM 687.476562 1691406064.7748
