CMDLINE C:\Users\91833\AppData\Local\Programs\Python\Python310\python.exe .\hamiltonian_phase2.py
MEM 1.691406 1691406681.6750
MEM 8.839844 1691406681.7776
MEM 12.824219 1691406681.8800
MEM 16.277344 1691406681.9819
MEM 19.644531 1691406682.0849
MEM 22.628906 1691406682.1955
MEM 25.015625 1691406682.3070
MEM 27.386719 1691406682.4109
MEM 29.183594 1691406682.5133
MEM 30.355469 1691406682.6150
MEM 32.390625 1691406682.7186
MEM 34.675781 1691406682.8250
MEM 35.304688 1691406682.9328
MEM 37.281250 1691406683.0440
MEM 39.585938 1691406683.1472
MEM 41.121094 1691406683.2516
MEM 42.792969 1691406683.3624
MEM 58.570312 1691406683.4674
MEM 76.273438 1691406683.5784
MEM 83.503906 1691406683.6820
MEM 98.390625 1691406683.7943
MEM 108.082031 1691406683.9015
MEM 111.015625 1691406684.0125
MEM 118.210938 1691406684.1158
MEM 123.921875 1691406684.2180
MEM 127.292969 1691406684.3289
MEM 129.566406 1691406684.4309
MEM 131.000000 1691406684.5309
MEM 132.976562 1691406684.6336
MEM 136.257812 1691406684.7491
MEM 137.867188 1691406684.8606
MEM 139.210938 1691406684.9657
MEM 141.218750 1691406685.0771
MEM 142.078125 1691406685.1803
MEM 145.054688 1691406685.2831
MEM 147.019531 1691406685.3948
MEM 148.781250 1691406685.4962
MEM 153.742188 1691406685.6095
MEM 156.039062 1691406685.7129
MEM 158.949219 1691406685.8161
MEM 161.531250 1691406685.9275
MEM 164.097656 1691406686.0300
MEM 166.746094 1691406686.1430
MEM 167.324219 1691406686.2466
MEM 170.917969 1691406686.3500
MEM 176.128906 1691406686.4616
MEM 181.976562 1691406686.5655
MEM 186.160156 1691406686.6766
MEM 189.621094 1691406686.7822
MEM 194.707031 1691406686.8846
MEM 194.910156 1691406686.9978
MEM 195.210938 1691406687.1105
MEM 195.375000 1691406687.2145
MEM 197.714844 1691406687.3176
MEM 211.031250 1691406687.4230
MEM 211.031250 1691406687.5281
MEM 211.031250 1691406687.6340
MEM 211.031250 1691406687.7457
MEM 211.031250 1691406687.8504
MEM 211.031250 1691406687.9623
MEM 211.031250 1691406688.0665
MEM 211.031250 1691406688.1818
MEM 211.031250 1691406688.2851
MEM 211.031250 1691406688.3964
MEM 211.031250 1691406688.5098
MEM 211.031250 1691406688.6126
MEM 211.031250 1691406688.7182
MEM 211.031250 1691406688.8327
MEM 211.031250 1691406688.9329
MEM 211.031250 1691406689.0452
MEM 211.031250 1691406689.1494
MEM 211.031250 1691406689.2618
MEM 211.031250 1691406689.3712
MEM 211.031250 1691406689.4812
MEM 211.031250 1691406689.5952
MEM 211.031250 1691406689.6969
MEM 211.031250 1691406689.8019
MEM 211.031250 1691406689.9122
MEM 211.031250 1691406690.0165
MEM 211.031250 1691406690.1231
MEM 211.031250 1691406690.2254
MEM 211.031250 1691406690.3328
MEM 211.031250 1691406690.4343
MEM 211.031250 1691406690.5444
MEM 211.031250 1691406690.6472
MEM 211.031250 1691406690.7491
MEM 211.031250 1691406690.8607
MEM 211.031250 1691406690.9648
MEM 211.031250 1691406691.0699
MEM 211.031250 1691406691.1735
MEM 211.031250 1691406691.2840
MEM 211.031250 1691406691.3921
MEM 211.031250 1691406691.5055
MEM 211.031250 1691406691.6159
MEM 211.031250 1691406691.7185
MEM 211.031250 1691406691.8325
MEM 211.031250 1691406691.9425
MEM 211.031250 1691406692.0474
MEM 211.031250 1691406692.1538
MEM 211.031250 1691406692.2612
MEM 211.031250 1691406692.3755
MEM 211.031250 1691406692.4802
MEM 211.031250 1691406692.5885
MEM 211.031250 1691406692.6960
MEM 211.031250 1691406692.8102
MEM 211.031250 1691406692.9142
MEM 211.031250 1691406693.0220
MEM 211.031250 1691406693.1297
MEM 211.031250 1691406693.2325
MEM 211.031250 1691406693.3439
MEM 211.031250 1691406693.4525
MEM 211.031250 1691406693.5568
MEM 211.031250 1691406693.6636
