CMDLINE C:\Users\91833\AppData\Local\Programs\Python\Python310\python.exe .\hamiltonian_phase2.py
MEM 1.601562 1691666401.1258
MEM 13.558594 1691666401.2400
MEM 20.718750 1691666401.3488
MEM 26.335938 1691666401.4585
MEM 30.414062 1691666401.5691
MEM 35.363281 1691666401.6789
MEM 36.742188 1691666401.7822
MEM 41.195312 1691666401.8933
MEM 42.957031 1691666402.0049
MEM 43.699219 1691666402.1145
MEM 43.699219 1691666402.2256
MEM 43.699219 1691666402.3359
MEM 43.699219 1691666402.4468
MEM 43.699219 1691666402.5576
MEM 43.699219 1691666402.6679
MEM 43.832031 1691666402.7717
MEM 52.589844 1691666402.8826
MEM 65.320312 1691666402.9934
MEM 77.585938 1691666403.1046
MEM 83.867188 1691666403.2125
MEM 92.804688 1691666403.3200
MEM 98.964844 1691666403.4311
MEM 101.093750 1691666403.5344
MEM 104.578125 1691666403.6460
MEM 105.246094 1691666403.7569
MEM 108.453125 1691666403.8683
MEM 110.550781 1691666403.9792
MEM 112.335938 1691666404.0898
MEM 112.914062 1691666404.2006
MEM 119.019531 1691666404.3130
MEM 121.308594 1691666404.4159
MEM 124.753906 1691666404.5272
MEM 127.265625 1691666404.6370
MEM 128.656250 1691666404.7483
MEM 130.273438 1691666404.8566
MEM 131.808594 1691666404.9708
MEM 133.054688 1691666405.0825
MEM 137.621094 1691666405.1930
MEM 138.722656 1691666405.3034
MEM 140.687500 1691666405.4061
MEM 141.925781 1691666405.5167
MEM 144.789062 1691666405.6275
MEM 146.851562 1691666405.7393
MEM 148.441406 1691666405.8498
MEM 151.035156 1691666405.9539
MEM 153.929688 1691666406.0645
MEM 156.433594 1691666406.1754
MEM 160.093750 1691666406.2860
MEM 163.292969 1691666406.3969
MEM 165.937500 1691666406.5011
MEM 167.855469 1691666406.6122
MEM 171.070312 1691666406.7211
MEM 173.417969 1691666406.8318
MEM 181.527344 1691666406.9433
MEM 185.156250 1691666407.0550
MEM 189.238281 1691666407.1656
MEM 189.859375 1691666407.2697
MEM 191.464844 1691666407.3742
MEM 191.800781 1691666407.4810
MEM 195.164062 1691666407.5855
MEM 195.527344 1691666407.6949
MEM 195.734375 1691666407.8051
MEM 195.996094 1691666407.9147
MEM 196.253906 1691666408.0248
MEM 211.222656 1691666408.1301
MEM 211.417969 1691666408.2418
MEM 211.417969 1691666408.3451
MEM 211.417969 1691666408.4567
MEM 211.417969 1691666408.5633
MEM 211.417969 1691666408.6736
