CMDLINE C:\Users\91833\AppData\Local\Programs\Python\Python310\python.exe .\hamiltonian_phase2.py
MEM 1.679688 1691666944.2576
MEM 9.851562 1691666944.3699
MEM 16.347656 1691666944.4730
MEM 21.558594 1691666944.5829
MEM 25.417969 1691666944.6935
MEM 29.984375 1691666944.8035
MEM 34.839844 1691666944.9132
MEM 36.335938 1691666945.0239
MEM 41.082031 1691666945.1337
MEM 54.039062 1691666945.2448
MEM 70.066406 1691666945.3559
MEM 81.226562 1691666945.4663
MEM 97.058594 1691666945.5778
MEM 111.074219 1691666945.6895
MEM 124.007812 1691666945.7934
MEM 129.851562 1691666945.9042
MEM 132.742188 1691666946.0154
MEM 138.015625 1691666946.1254
MEM 141.097656 1691666946.2365
MEM 142.753906 1691666946.3406
MEM 145.351562 1691666946.4543
MEM 149.000000 1691666946.5654
MEM 153.769531 1691666946.6811
MEM 159.128906 1691666946.7927
MEM 164.062500 1691666946.9032
MEM 167.425781 1691666947.0127
MEM 172.421875 1691666947.1228
MEM 180.648438 1691666947.2331
MEM 185.007812 1691666947.3449
MEM 189.054688 1691666947.4489
MEM 190.656250 1691666947.5634
MEM 191.152344 1691666947.6692
MEM 191.546875 1691666947.7721
MEM 191.843750 1691666947.8834
MEM 192.328125 1691666947.9924
MEM 206.531250 1691666948.1034
MEM 226.941406 1691666948.2047
MEM 226.941406 1691666948.3148
MEM 226.945312 1691666948.4266
MEM 226.945312 1691666948.5362
MEM 226.945312 1691666948.6476
MEM 226.945312 1691666948.7600
MEM 226.945312 1691666948.8726
MEM 226.945312 1691666948.9761
MEM 226.945312 1691666949.0883
MEM 226.945312 1691666949.1998
MEM 226.945312 1691666949.3119
MEM 226.945312 1691666949.4245
MEM 226.945312 1691666949.5316
MEM 226.945312 1691666949.6431
MEM 226.945312 1691666949.7510
MEM 226.945312 1691666949.8587
MEM 226.945312 1691666949.9676
MEM 226.945312 1691666950.0746
MEM 226.945312 1691666950.1773
MEM 226.945312 1691666950.2900
MEM 226.945312 1691666950.4033
MEM 226.945312 1691666950.5170
MEM 226.945312 1691666950.6284
MEM 226.945312 1691666950.7405
MEM 226.945312 1691666950.8530
MEM 226.945312 1691666950.9644
MEM 226.945312 1691666951.0664
MEM 226.945312 1691666951.1781
MEM 226.945312 1691666951.2905
MEM 226.945312 1691666951.4036
MEM 226.945312 1691666951.5166
MEM 226.945312 1691666951.6306
MEM 226.945312 1691666951.7434
MEM 226.945312 1691666951.8565
MEM 226.945312 1691666951.9686
MEM 226.945312 1691666952.0794
MEM 226.945312 1691666952.1814
MEM 226.945312 1691666952.2942
MEM 226.945312 1691666952.4064
MEM 226.945312 1691666952.5190
MEM 226.945312 1691666952.6273
MEM 226.945312 1691666952.7293
MEM 226.945312 1691666952.8422
MEM 226.945312 1691666952.9554
MEM 226.945312 1691666953.0671
MEM 226.945312 1691666953.1763
MEM 226.945312 1691666953.2886
MEM 226.945312 1691666953.4017
MEM 226.945312 1691666953.5136
MEM 226.945312 1691666953.6264
MEM 226.945312 1691666953.7406
MEM 226.945312 1691666953.8537
MEM 226.945312 1691666953.9656
MEM 226.945312 1691666954.0732
MEM 226.945312 1691666954.1802
MEM 226.945312 1691666954.2926
MEM 226.945312 1691666954.4000
MEM 226.945312 1691666954.5082
MEM 226.945312 1691666954.6209
MEM 226.945312 1691666954.7228
MEM 226.945312 1691666954.8253
MEM 226.945312 1691666954.9364
MEM 226.945312 1691666955.0383
MEM 226.945312 1691666955.1511
MEM 226.945312 1691666955.2620
MEM 226.945312 1691666955.3717
MEM 226.945312 1691666955.4766
MEM 226.945312 1691666955.5891
MEM 226.945312 1691666955.6971
MEM 226.945312 1691666955.8006
MEM 226.945312 1691666955.9099
MEM 226.945312 1691666956.0164
MEM 226.945312 1691666956.1248
MEM 226.945312 1691666956.2364
MEM 226.945312 1691666956.3405
MEM 226.945312 1691666956.4496
MEM 226.945312 1691666956.5546
MEM 226.945312 1691666956.6570
MEM 226.945312 1691666956.7631
MEM 226.945312 1691666956.8730
MEM 226.945312 1691666956.9774
MEM 226.945312 1691666957.0819
MEM 226.945312 1691666957.1876
MEM 226.945312 1691666957.2920
MEM 226.945312 1691666957.4018
MEM 226.945312 1691666957.5062
MEM 226.945312 1691666957.6158
MEM 226.945312 1691666957.7265
MEM 226.945312 1691666957.8377
MEM 226.945312 1691666957.9465
MEM 226.945312 1691666958.0623
MEM 226.945312 1691666958.1772
MEM 226.945312 1691666958.2899
MEM 226.945312 1691666958.4031
MEM 226.945312 1691666958.5076
MEM 226.945312 1691666958.6207
MEM 226.945312 1691666958.7329
MEM 226.945312 1691666958.8389
MEM 226.945312 1691666958.9466
MEM 226.945312 1691666959.0553
MEM 226.945312 1691666959.1664
MEM 226.945312 1691666959.2722
MEM 226.945312 1691666959.3821
MEM 226.945312 1691666959.4921
MEM 226.945312 1691666959.5996
MEM 226.945312 1691666959.7063
MEM 226.945312 1691666959.8222
MEM 226.945312 1691666959.9254
MEM 226.945312 1691666960.0324
MEM 226.945312 1691666960.1356
MEM 226.945312 1691666960.2396
