CMDLINE C:\Users\91833\AppData\Local\Programs\Python\Python310\python.exe .\hamiltonian_phase2.py
MEM 1.667969 1691408265.6775
MEM 8.601562 1691408265.7848
MEM 11.046875 1691408265.8935
MEM 15.476562 1691408266.0065
MEM 19.179688 1691408266.1218
MEM 21.535156 1691408266.2346
MEM 23.511719 1691408266.3386
MEM 25.683594 1691408266.4498
MEM 28.601562 1691408266.5509
MEM 30.406250 1691408266.6633
MEM 32.515625 1691408266.7668
MEM 34.046875 1691408266.8732
MEM 35.425781 1691408266.9859
MEM 36.394531 1691408267.0886
MEM 39.066406 1691408267.1953
MEM 39.730469 1691408267.3003
MEM 41.062500 1691408267.4063
MEM 41.296875 1691408267.5139
MEM 42.769531 1691408267.6146
MEM 50.316406 1691408267.7153
MEM 59.843750 1691408267.8257
MEM 70.316406 1691408267.9288
MEM 81.703125 1691408268.0809
MEM 89.812500 1691408268.1830
MEM 107.238281 1691408268.2868
MEM 110.953125 1691408268.3935
MEM 119.058594 1691408268.5024
MEM 126.472656 1691408268.6101
MEM 129.488281 1691408268.7196
MEM 131.152344 1691408268.8218
MEM 133.277344 1691408268.9359
MEM 137.363281 1691408269.0470
MEM 138.933594 1691408269.1505
MEM 140.800781 1691408269.2546
MEM 142.468750 1691408269.3641
MEM 145.250000 1691408269.4676
MEM 148.292969 1691408269.5790
MEM 151.757812 1691408269.6820
MEM 154.656250 1691408269.7873
MEM 157.191406 1691408269.8986
MEM 160.679688 1691408270.0014
MEM 162.460938 1691408270.1043
MEM 164.781250 1691408270.2148
MEM 166.511719 1691408270.3188
MEM 167.296875 1691408270.4316
MEM 169.457031 1691408270.5341
MEM 172.117188 1691408270.6373
MEM 176.007812 1691408270.7469
MEM 182.324219 1691408270.8509
MEM 187.781250 1691408270.9528
MEM 189.406250 1691408271.0659
MEM 191.687500 1691408271.1778
MEM 191.984375 1691408271.2856
MEM 192.394531 1691408271.3976
MEM 192.757812 1691408271.5009
MEM 196.289062 1691408271.6130
MEM 213.152344 1691408271.7169
MEM 243.035156 1691408271.8292
MEM 259.523438 1691408271.9343
MEM 284.125000 1691408272.0457
MEM 307.234375 1691408272.1498
MEM 323.527344 1691408272.2524
MEM 323.527344 1691408272.3600
MEM 323.531250 1691408272.4680
MEM 323.531250 1691408272.5805
MEM 323.531250 1691408272.6845
MEM 323.531250 1691408272.7966
MEM 323.531250 1691408272.9015
MEM 323.531250 1691408273.0146
MEM 323.531250 1691408273.1185
MEM 323.531250 1691408273.2309
MEM 323.531250 1691408273.3336
MEM 323.531250 1691408273.4466
MEM 323.531250 1691408273.5505
MEM 323.531250 1691408273.6623
MEM 323.531250 1691408273.7659
MEM 323.531250 1691408273.8692
MEM 323.531250 1691408273.9770
MEM 323.531250 1691408274.0827
MEM 323.531250 1691408274.1946
MEM 323.531250 1691408274.3027
MEM 323.730469 1691408274.4107
MEM 324.992188 1691408274.5134
MEM 340.023438 1691408274.6178
MEM 368.160156 1691408274.7287
MEM 388.664062 1691408274.8327
MEM 404.312500 1691408274.9442
MEM 432.503906 1691408275.0488
MEM 453.269531 1691408275.1522
MEM 453.269531 1691408275.2664
MEM 453.269531 1691408275.3785
MEM 453.269531 1691408275.4824
MEM 453.269531 1691408275.5872
MEM 453.269531 1691408275.6901
MEM 453.269531 1691408275.7926
MEM 453.269531 1691408275.8947
MEM 453.269531 1691408275.9996
MEM 453.269531 1691408276.1080
MEM 453.269531 1691408276.2175
MEM 453.269531 1691408276.3183
MEM 453.269531 1691408276.4282
MEM 453.269531 1691408276.5349
MEM 453.269531 1691408276.6380
MEM 453.269531 1691408276.7500
MEM 453.269531 1691408276.8620
MEM 453.269531 1691408276.9652
MEM 453.269531 1691408277.0690
MEM 453.269531 1691408277.1770
MEM 453.269531 1691408277.2824
MEM 453.269531 1691408277.3871
MEM 453.269531 1691408277.4979
MEM 453.269531 1691408277.6022
MEM 453.269531 1691408277.7159
MEM 453.269531 1691408277.8286
MEM 453.269531 1691408277.9322
MEM 453.269531 1691408278.0442
MEM 453.269531 1691408278.1487
MEM 453.269531 1691408278.2497
MEM 453.269531 1691408278.3565
MEM 453.269531 1691408278.4642
MEM 453.269531 1691408278.5678
MEM 453.269531 1691408278.6793
MEM 453.269531 1691408278.7806
MEM 453.269531 1691408278.8846
MEM 453.269531 1691408278.9962
MEM 453.269531 1691408279.1000
MEM 453.269531 1691408279.2123
MEM 453.269531 1691408279.3158
MEM 453.269531 1691408279.4278
MEM 453.269531 1691408279.5314
MEM 453.269531 1691408279.6365
MEM 453.269531 1691408279.7477
MEM 453.269531 1691408279.8509
MEM 453.269531 1691408279.9635
MEM 453.269531 1691408280.0662
MEM 453.269531 1691408280.1742
MEM 453.269531 1691408280.2844
MEM 453.269531 1691408280.3924
MEM 453.269531 1691408280.5002
MEM 453.269531 1691408280.6067
MEM 453.269531 1691408280.7070
MEM 453.269531 1691408280.8123
MEM 453.269531 1691408280.9170
MEM 453.269531 1691408281.0296
MEM 453.273438 1691408281.1347
MEM 453.273438 1691408281.2489
MEM 453.273438 1691408281.3533
MEM 453.273438 1691408281.4673
MEM 453.273438 1691408281.5738
MEM 453.273438 1691408281.6846
MEM 453.273438 1691408281.7959
MEM 453.273438 1691408281.9047
MEM 453.273438 1691408282.0254
MEM 453.273438 1691408282.1400
MEM 453.273438 1691408282.2428
MEM 453.273438 1691408282.3455
MEM 453.273438 1691408282.4562
MEM 453.273438 1691408282.5648
MEM 453.273438 1691408282.6705
MEM 453.273438 1691408282.7786
MEM 453.273438 1691408282.8875
MEM 453.273438 1691408283.0005
MEM 453.273438 1691408283.1125
MEM 453.273438 1691408283.2158
MEM 453.273438 1691408283.3226
MEM 453.273438 1691408283.4281
MEM 453.273438 1691408283.5409
MEM 453.273438 1691408283.6438
MEM 453.273438 1691408283.7525
MEM 453.273438 1691408283.8592
MEM 453.273438 1691408283.9606
MEM 453.273438 1691408284.0679
MEM 453.273438 1691408284.1746
MEM 453.273438 1691408284.2799
MEM 453.273438 1691408284.3860
MEM 453.273438 1691408284.4867
MEM 453.273438 1691408284.5913
MEM 453.273438 1691408284.7008
MEM 453.273438 1691408284.8145
MEM 453.273438 1691408284.9176
MEM 453.273438 1691408285.0294
MEM 453.273438 1691408285.1347
MEM 453.273438 1691408285.2405
MEM 453.273438 1691408285.3490
MEM 453.273438 1691408285.4535
MEM 454.273438 1691408285.5651
MEM 480.289062 1691408285.6692
MEM 501.371094 1691408285.7801
MEM 517.445312 1691408285.8851
MEM 547.082031 1691408285.9957
MEM 565.671875 1691408286.1008
MEM 581.753906 1691408286.2060
MEM 581.753906 1691408286.3148
MEM 581.753906 1691408286.4183
MEM 581.753906 1691408286.5328
MEM 581.753906 1691408286.6412
MEM 581.753906 1691408286.7513
MEM 581.753906 1691408286.8653
MEM 581.753906 1691408286.9714
MEM 581.753906 1691408287.0864
MEM 581.753906 1691408287.1984
MEM 581.753906 1691408287.3181
MEM 581.753906 1691408287.4203
MEM 581.753906 1691408287.5339
MEM 581.753906 1691408287.6400
MEM 581.753906 1691408287.7526
MEM 581.753906 1691408287.8597
MEM 581.753906 1691408287.9645
MEM 581.753906 1691408288.0672
MEM 581.753906 1691408288.1787
MEM 581.753906 1691408288.2862
MEM 581.753906 1691408288.3998
MEM 581.753906 1691408288.5113
MEM 581.753906 1691408288.6163
MEM 581.753906 1691408288.7204
MEM 581.753906 1691408288.8279
MEM 581.753906 1691408288.9337
MEM 581.753906 1691408289.0440
MEM 581.753906 1691408289.1503
MEM 581.753906 1691408289.2620
MEM 581.753906 1691408289.3664
MEM 581.753906 1691408289.4817
MEM 582.750000 1691408289.5961
MEM 601.593750 1691408289.6994
MEM 630.179688 1691408289.8106
MEM 646.445312 1691408289.9168
MEM 662.464844 1691408290.0280
MEM 685.285156 1691408290.1323
MEM 694.875000 1691408290.2408
MEM 711.183594 1691408290.3454
MEM 711.183594 1691408290.4603
MEM 711.183594 1691408290.5633
MEM 711.183594 1691408290.6645
MEM 711.183594 1691408290.7711
MEM 711.183594 1691408290.8789
MEM 711.183594 1691408290.9849
MEM 711.183594 1691408291.0967
MEM 711.183594 1691408291.2002
MEM 711.183594 1691408291.3056
MEM 711.183594 1691408291.4124
MEM 711.183594 1691408291.5127
MEM 711.183594 1691408291.6161
MEM 711.183594 1691408291.7274
MEM 711.183594 1691408291.8430
MEM 711.183594 1691408291.9432
MEM 711.183594 1691408292.0529
MEM 711.183594 1691408292.1635
MEM 711.183594 1691408292.2665
MEM 711.183594 1691408292.3737
MEM 712.183594 1691408292.4814
MEM 735.207031 1691408292.5941
MEM 759.207031 1691408292.6979
MEM 775.527344 1691408292.8109
MEM 796.160156 1691408292.9157
MEM 823.863281 1691408293.0281
MEM 834.812500 1691408293.1348
MEM 839.750000 1691408293.2493
MEM 839.750000 1691408293.3628
MEM 839.750000 1691408293.4903
MEM 839.750000 1691408293.6065
MEM 839.750000 1691408293.7185
MEM 839.750000 1691408293.8287
MEM 839.750000 1691408293.9295
MEM 839.750000 1691408294.0343
MEM 839.750000 1691408294.1494
MEM 839.750000 1691408294.2576
MEM 839.750000 1691408294.3597
MEM 839.750000 1691408294.4653
MEM 839.750000 1691408294.5747
MEM 841.964844 1691408294.6939
MEM 766.570312 1691408294.7962
MEM 719.320312 1691408294.8990
MEM 674.156250 1691408295.0070
MEM 622.898438 1691408295.1126
MEM 581.804688 1691408295.2232
MEM 542.140625 1691408295.3235
MEM 515.273438 1691408295.4246
MEM 479.066406 1691408295.5282
MEM 434.890625 1691408295.6299
MEM 386.925781 1691408295.7419
MEM 344.433594 1691408295.8449
MEM 298.820312 1691408295.9484
MEM 253.054688 1691408296.0612
MEM 217.382812 1691408296.1667
MEM 210.031250 1691408296.2801
MEM 210.031250 1691408296.3827
MEM 210.031250 1691408296.4970
MEM 210.031250 1691408296.6091
MEM 210.031250 1691408296.7122
MEM 210.062500 1691408296.8131
MEM 210.683594 1691408296.9143
MEM 240.156250 1691408297.0262
MEM 254.804688 1691408297.1305
MEM 277.246094 1691408297.2422
MEM 302.574219 1691408297.3464
MEM 318.167969 1691408297.4479
MEM 334.355469 1691408297.5605
MEM 334.355469 1691408297.6671
MEM 334.355469 1691408297.7773
MEM 334.355469 1691408297.8813
MEM 334.355469 1691408297.9938
MEM 334.355469 1691408298.0973
MEM 334.355469 1691408298.2096
MEM 334.355469 1691408298.3137
MEM 334.355469 1691408298.4148
MEM 334.355469 1691408298.5287
MEM 334.355469 1691408298.6320
MEM 334.355469 1691408298.7355
MEM 334.355469 1691408298.8371
MEM 334.355469 1691408298.9429
MEM 334.355469 1691408299.0465
MEM 334.355469 1691408299.1603
MEM 334.355469 1691408299.2724
MEM 334.355469 1691408299.3796
MEM 334.355469 1691408299.4932
MEM 334.355469 1691408299.5983
MEM 334.355469 1691408299.7055
MEM 334.355469 1691408299.8155
MEM 334.355469 1691408299.9252
MEM 334.355469 1691408300.0390
MEM 334.355469 1691408300.1457
MEM 334.355469 1691408300.2536
MEM 334.355469 1691408300.3567
MEM 334.355469 1691408300.4648
MEM 334.355469 1691408300.5790
MEM 334.355469 1691408300.6948
MEM 334.355469 1691408300.8002
MEM 334.355469 1691408300.9108
MEM 334.355469 1691408301.0160
MEM 334.355469 1691408301.1186
MEM 334.355469 1691408301.2217
MEM 334.355469 1691408301.3241
MEM 334.355469 1691408301.4326
MEM 334.355469 1691408301.5343
MEM 334.355469 1691408301.6450
MEM 334.355469 1691408301.7541
MEM 334.355469 1691408301.8690
MEM 334.355469 1691408301.9789
MEM 334.355469 1691408302.0816
MEM 334.355469 1691408302.1948
MEM 334.355469 1691408302.2976
MEM 334.355469 1691408302.4102
MEM 334.355469 1691408302.5111
MEM 334.355469 1691408302.6179
MEM 334.355469 1691408302.7321
MEM 334.355469 1691408302.8457
MEM 334.355469 1691408302.9572
MEM 334.355469 1691408303.0615
MEM 334.355469 1691408303.1649
MEM 334.355469 1691408303.2776
MEM 334.355469 1691408303.3802
MEM 334.355469 1691408303.4921
MEM 334.355469 1691408303.5955
MEM 334.355469 1691408303.7044
MEM 334.355469 1691408303.8189
MEM 334.355469 1691408303.9264
MEM 334.355469 1691408304.0309
MEM 334.355469 1691408304.1334
MEM 334.355469 1691408304.2459
MEM 334.355469 1691408304.3520
MEM 334.355469 1691408304.4661
MEM 334.355469 1691408304.5756
MEM 334.355469 1691408304.6820
MEM 334.355469 1691408304.7878
MEM 334.355469 1691408304.8960
MEM 334.355469 1691408305.0043
MEM 334.355469 1691408305.1116
MEM 334.355469 1691408305.2217
MEM 334.355469 1691408305.3387
MEM 334.355469 1691408305.4452
MEM 334.355469 1691408305.5521
MEM 334.355469 1691408305.6601
MEM 334.355469 1691408305.7695
MEM 334.355469 1691408305.8754
MEM 334.355469 1691408305.9786
MEM 334.355469 1691408306.0911
MEM 334.355469 1691408306.1954
MEM 334.355469 1691408306.3030
MEM 334.355469 1691408306.4151
MEM 334.355469 1691408306.5165
MEM 334.355469 1691408306.6296
MEM 334.355469 1691408306.7365
MEM 334.355469 1691408306.8469
MEM 334.355469 1691408306.9537
MEM 334.355469 1691408307.0615
MEM 334.355469 1691408307.1670
MEM 334.355469 1691408307.2672
MEM 334.355469 1691408307.3777
MEM 334.355469 1691408307.4796
MEM 334.355469 1691408307.5921
MEM 334.355469 1691408307.6967
MEM 334.355469 1691408307.8072
MEM 334.355469 1691408307.9112
MEM 334.355469 1691408308.0250
MEM 334.355469 1691408308.1286
MEM 334.355469 1691408308.2410
MEM 334.355469 1691408308.3445
MEM 334.355469 1691408308.4489
MEM 334.355469 1691408308.5498
MEM 334.355469 1691408308.6636
MEM 334.355469 1691408308.7753
MEM 334.355469 1691408308.8796
MEM 334.355469 1691408308.9809
MEM 334.355469 1691408309.0952
MEM 334.355469 1691408309.2071
MEM 334.355469 1691408309.3105
MEM 334.355469 1691408309.4207
MEM 334.355469 1691408309.5328
MEM 334.355469 1691408309.6469
MEM 334.355469 1691408309.7588
MEM 334.355469 1691408309.8648
MEM 334.355469 1691408309.9733
MEM 334.355469 1691408310.0769
MEM 334.355469 1691408310.1844
MEM 334.355469 1691408310.2924
MEM 334.355469 1691408310.3969
MEM 334.355469 1691408310.5065
MEM 334.355469 1691408310.6073
MEM 334.355469 1691408310.7116
MEM 334.355469 1691408310.8174
MEM 334.355469 1691408310.9250
MEM 334.355469 1691408311.0362
MEM 334.355469 1691408311.1414
MEM 334.355469 1691408311.2536
MEM 334.355469 1691408311.3601
MEM 334.355469 1691408311.4701
MEM 334.355469 1691408311.5739
MEM 334.355469 1691408311.6780
MEM 334.355469 1691408311.7898
MEM 334.355469 1691408311.8933
MEM 334.355469 1691408311.9955
MEM 334.355469 1691408312.1107
MEM 334.355469 1691408312.2146
MEM 334.355469 1691408312.3243
MEM 334.355469 1691408312.4313
MEM 334.355469 1691408312.5383
MEM 334.355469 1691408312.6433
MEM 334.355469 1691408312.7468
MEM 334.355469 1691408312.8582
MEM 334.355469 1691408312.9621
MEM 334.355469 1691408313.0746
MEM 334.355469 1691408313.1777
MEM 334.355469 1691408313.2901
MEM 334.355469 1691408313.3978
MEM 334.355469 1691408313.5039
MEM 334.355469 1691408313.6138
MEM 334.355469 1691408313.7184
MEM 334.355469 1691408313.8261
MEM 334.355469 1691408313.9292
MEM 334.355469 1691408314.0412
MEM 334.355469 1691408314.1449
MEM 334.355469 1691408314.2586
MEM 334.355469 1691408314.3625
MEM 334.355469 1691408314.4732
MEM 334.355469 1691408314.5791
MEM 334.355469 1691408314.6948
MEM 334.355469 1691408314.8076
MEM 334.355469 1691408314.9105
MEM 334.355469 1691408315.0453
MEM 334.355469 1691408315.1520
MEM 334.355469 1691408315.2627
MEM 334.355469 1691408315.3658
MEM 334.355469 1691408315.4781
MEM 334.355469 1691408315.5812
MEM 334.355469 1691408315.6843
MEM 334.355469 1691408315.7892
MEM 334.355469 1691408315.8953
MEM 334.355469 1691408316.0114
MEM 334.355469 1691408316.1252
MEM 334.355469 1691408316.2364
MEM 334.355469 1691408316.3416
MEM 334.355469 1691408316.4511
MEM 334.355469 1691408316.5594
MEM 334.355469 1691408316.6660
MEM 334.355469 1691408316.7681
MEM 334.355469 1691408316.8796
MEM 334.355469 1691408316.9843
MEM 334.355469 1691408317.0895
MEM 334.355469 1691408317.1954
MEM 334.355469 1691408317.3024
MEM 334.355469 1691408317.4116
MEM 334.355469 1691408317.5231
MEM 334.355469 1691408317.6265
MEM 334.355469 1691408317.7332
MEM 334.355469 1691408317.8464
MEM 334.355469 1691408317.9482
MEM 334.355469 1691408318.0620
MEM 334.355469 1691408318.1668
MEM 334.355469 1691408318.2735
MEM 334.355469 1691408318.3892
MEM 334.355469 1691408318.4946
MEM 334.355469 1691408318.6008
