CMDLINE C:\Users\91833\AppData\Local\Programs\Python\Python310\python.exe .\hamiltonian_phase2.py
MEM 1.617188 1691666919.8396
MEM 9.281250 1691666919.9404
MEM 15.621094 1691666920.0425
MEM 20.531250 1691666920.1507
MEM 25.769531 1691666920.2610
MEM 30.195312 1691666920.3719
MEM 35.253906 1691666920.4815
MEM 36.894531 1691666920.5930
MEM 41.050781 1691666920.6966
MEM 54.347656 1691666920.8075
MEM 71.441406 1691666920.9191
MEM 81.968750 1691666921.0306
MEM 98.125000 1691666921.1374
MEM 110.421875 1691666921.2468
MEM 122.152344 1691666921.3587
MEM 129.781250 1691666921.4689
MEM 132.945312 1691666921.5800
MEM 137.679688 1691666921.6870
MEM 139.574219 1691666921.7975
MEM 142.414062 1691666921.9076
MEM 147.171875 1691666922.0173
MEM 152.515625 1691666922.1275
MEM 157.144531 1691666922.2359
MEM 163.371094 1691666922.3460
MEM 166.878906 1691666922.4569
MEM 172.000000 1691666922.5666
MEM 180.058594 1691666922.6776
MEM 184.871094 1691666922.7815
MEM 189.332031 1691666922.8930
MEM 190.808594 1691666922.9978
MEM 191.656250 1691666923.1055
MEM 192.039062 1691666923.2165
MEM 192.273438 1691666923.3277
MEM 192.761719 1691666923.4393
MEM 196.238281 1691666923.5503
MEM 213.332031 1691666923.6618
MEM 227.437500 1691666923.7703
MEM 253.667969 1691666923.8825
MEM 259.488281 1691666923.9913
MEM 259.492188 1691666924.1003
MEM 259.492188 1691666924.2110
MEM 259.492188 1691666924.3147
MEM 259.492188 1691666924.4267
MEM 259.492188 1691666924.5389
MEM 259.492188 1691666924.6496
MEM 259.492188 1691666924.7628
MEM 259.492188 1691666924.8709
MEM 259.492188 1691666924.9795
MEM 259.492188 1691666925.0890
MEM 259.492188 1691666925.1990
MEM 259.492188 1691666925.2996
MEM 259.492188 1691666925.4041
MEM 259.492188 1691666925.5042
MEM 259.492188 1691666925.6098
MEM 259.492188 1691666925.7229
MEM 259.492188 1691666925.8300
MEM 259.492188 1691666925.9305
MEM 259.492188 1691666926.0326
MEM 259.492188 1691666926.1440
MEM 259.492188 1691666926.2560
MEM 259.492188 1691666926.3647
MEM 259.492188 1691666926.4795
MEM 259.492188 1691666926.5802
MEM 259.492188 1691666926.6838
MEM 259.492188 1691666926.7956
MEM 259.492188 1691666926.9032
MEM 259.492188 1691666927.0045
MEM 259.492188 1691666927.1146
MEM 259.492188 1691666927.2191
MEM 259.492188 1691666927.3281
MEM 259.492188 1691666927.4295
MEM 259.492188 1691666927.5298
MEM 259.492188 1691666927.6413
MEM 259.492188 1691666927.7467
MEM 259.492188 1691666927.8544
MEM 259.492188 1691666927.9610
MEM 259.492188 1691666928.0637
MEM 259.492188 1691666928.1729
MEM 259.492188 1691666928.2830
MEM 259.492188 1691666928.3935
MEM 259.492188 1691666928.5040
MEM 259.492188 1691666928.6176
MEM 259.492188 1691666928.7278
MEM 259.492188 1691666928.8371
MEM 259.492188 1691666928.9466
MEM 259.492188 1691666929.0559
MEM 259.492188 1691666929.1653
MEM 259.492188 1691666929.2759
